PG.ProteinLabel	PG.ProteinGroups	PG.Genes	PG.ProteinDescriptions	PG.Completeness	[1] 20231012_TIMS6_EVO4_PRI_X1194_P0146_R0966_44min_DIA-PASEF_A1_983t_S3-C7_1_5750.d.PG.Quantity	[2] 20231012_TIMS6_EVO4_PRI_X1194_P0146_R0966_44min_DIA-PASEF_B1_981s_S3-A8_1_5727.d.PG.Quantity	[3] 20231012_TIMS6_EVO4_PRI_X1194_P0146_R0966_44min_DIA-PASEF_C1_975s_S3-C11_1_5754.d.PG.Quantity	[4] 20231012_TIMS6_EVO4_PRI_X1194_P0146_R0966_44min_DIA-PASEF_D1_1s_S3-B2_1_5733.d.PG.Quantity	[5] 20231012_TIMS6_EVO4_PRI_X1194_P0146_R0966_44min_DIA-PASEF_E1_5t_S3-D7_1_5762.d.PG.Quantity	[6] 20231012_TIMS6_EVO4_PRI_X1194_P0146_R0966_44min_DIA-PASEF_F1_949t_S3-D1_1_5756.d.PG.Quantity	[7] 20231012_TIMS6_EVO4_PRI_X1194_P0146_R0966_44min_DIA-PASEF_G1_9t_S3-B4_1_5735.d.PG.Quantity	[8] 20231012_TIMS6_EVO4_PRI_X1194_P0146_R0966_44min_DIA-PASEF_H1_977t_S3-B12_1_5743.d.PG.Quantity	[9] 20231012_TIMS6_EVO4_PRI_X1194_P0146_R0966_44min_DIA-PASEF_I1_995s_S3-B7_1_5738.d.PG.Quantity	[10] 20231012_TIMS6_EVO4_PRI_X1194_P0146_R0966_44min_DIA-PASEF_J1_7s_S3-C5_1_5748.d.PG.Quantity	[11] 20231012_TIMS6_EVO4_PRI_X1194_P0146_R0966_44min_DIA-PASEF_K1_997t_S3-A4_1_5723.d.PG.Quantity	[12] 20231012_TIMS6_EVO4_PRI_X1194_P0146_R0966_44min_DIA-PASEF_L1_941t_S3-C3_1_5746.d.PG.Quantity	[13] 20231012_TIMS6_EVO4_PRI_X1194_P0146_R0966_44min_DIA-PASEF_M1_943s_S3-A3_1_5722.d.PG.Quantity	[14] 20231012_TIMS6_EVO4_PRI_X1194_P0146_R0966_44min_DIA-PASEF_N1_965t_S3-A10_1_5729.d.PG.Quantity	[15] 20231012_TIMS6_EVO4_PRI_X1194_P0146_R0966_44min_DIA-PASEF_O1_955s_S3-D6_1_5761.d.PG.Quantity
PREY_MOUSE	Q9D1C3	Pyurf	Protein preY, mitochondrial	80	22.975753784179688	21.369035720825195	31.85030174255371	20.743022918701172	NaN	56.69877243041992	21.273784637451172	9.269622802734375	NaN	37.74440383911133	23.14748191833496	39.3302116394043	NaN	27.036598205566406	103.52161407470703
VPS28_MOUSE	Q9D1C8	Vps28	Vacuolar protein sorting-associated protein 28 homolog	86.7	12.414505958557129	21.62099266052246	12.958596229553223	11.458412170410156	NaN	23.450044631958008	22.358718872070312	11.164209365844727	14.80418872833252	11.617396354675293	24.786712646484375	12.559622764587402	38.75932312011719	20.629987716674805	NaN
TMEDA_MOUSE	Q9D1D4	Tmed10	Transmembrane emp24 domain-containing protein 10	100	379.385009765625	719.6673583984375	333.2167663574219	617.8394775390625	579.77197265625	672.6259765625	773.76025390625	561.6851196289062	553.3114013671875	498.62066650390625	778.8845825195312	552.9273071289062	1104.3316650390625	936.5372314453125	660.171875
PLCE_MOUSE	Q9D1E8	Agpat5	1-acyl-sn-glycerol-3-phosphate acyltransferase epsilon	86.7	26.26335334777832	54.78116989135742	30.081857681274414	42.339012145996094	NaN	14.572335243225098	43.19222640991211	58.84575653076172	37.39769744873047	36.497100830078125	52.68290710449219	40.39638137817383	68.22427368164062	24.646547317504883	NaN
AKTS1_MOUSE	Q9D1F4	Akt1s1	Proline-rich AKT1 substrate 1	86.7	12.221336364746094	20.354116439819336	43.09020233154297	19.146162033081055	NaN	30.783069610595703	29.275615692138672	24.950225830078125	31.983871459960938	31.38468360900879	34.01416778564453	22.619138717651367	36.34815216064453	37.51546859741211	NaN
RAB1B_MOUSE	Q9D1G1	Rab1b	Ras-related protein Rab-1B	100	91.78523254394531	340.3106994628906	98.501220703125	216.52114868164062	39.778953552246094	82.58467102050781	291.85296630859375	87.08790588378906	73.68218994140625	90.33561706542969	254.35777282714844	81.07855224609375	444.5875244140625	297.0224914550781	64.4824447631836
HHATL_MOUSE	Q9D1G3	Hhatl	Protein-cysteine N-palmitoyltransferase HHAT-like protein	46.7	NaN	19.954700469970703	2.6471145153045654	15.713993072509766	NaN	NaN	NaN	5.739084243774414	NaN	24.887231826782227	NaN	47.45564651489258	NaN	NaN	343.0812683105469
LRC57_MOUSE	Q9D1G5	Lrrc57	Leucine-rich repeat-containing protein 57	80	21.5469970703125	37.901451110839844	33.1759147644043	22.133304595947266	NaN	11.780128479003906	31.498991012573242	22.075836181640625	NaN	26.58306884765625	21.689001083374023	29.475961685180664	56.06012725830078	28.28831672668457	NaN
NDUF4_MOUSE	Q9D1H6	Ndufaf4	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 4	66.7	NaN	4.2477922439575195	7.338194370269775	5.647635459899902	15.41080379486084	4.403544902801514	NaN	NaN	11.414055824279785	3.5223546028137207	4.083917140960693	NaN	2.450742721557617	NaN	8.61909008026123
GET4_MOUSE	Q9D1H7	Get4	Golgi to ER traffic protein 4 homolog	86.7	23.706497192382812	34.63383102416992	25.068492889404297	51.392276763916016	NaN	36.1683464050293	41.953189849853516	42.98259353637695	26.648027420043945	32.56411361694336	46.12271499633789	30.997350692749023	17.681880950927734	30.753650665283203	NaN
RM53_MOUSE	Q9D1H8	Mrpl53	Large ribosomal subunit protein mL53	80	11.55958080291748	20.418148040771484	22.40955924987793	18.473373413085938	NaN	17.66910743713379	31.8570499420166	15.91607666015625	27.671586990356445	17.329267501831055	14.537734985351562	16.597021102905273	NaN	15.584839820861816	NaN
MCEE_MOUSE	Q9D1I5	Mcee	Methylmalonyl-CoA epimerase, mitochondrial	100	23.795024871826172	33.13207244873047	27.289216995239258	25.48141860961914	42.80897521972656	37.04369354248047	23.655376434326172	11.369027137756348	43.644798278808594	39.79112243652344	15.528715133666992	42.2841796875	19.516952514648438	23.77493667602539	39.40317916870117
NECP2_MOUSE	Q9D1J1	Necap2	Adaptin ear-binding coat-associated protein 2	6.7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	112.69014739990234	NaN	NaN
SARNP_MOUSE	Q9D1J3	Sarnp	SAP domain-containing ribonucleoprotein	86.7	61.86273956298828	131.104736328125	56.859588623046875	57.46826934814453	97.49861145019531	95.88714599609375	95.28596496582031	33.3814697265625	113.42304229736328	55.46772384643555	NaN	70.16112518310547	135.67376708984375	82.16682434082031	NaN
VATF_MOUSE	Q9D1K2	Atp6v1f	V-type proton ATPase subunit F	100	156.22975158691406	131.55935668945312	199.3702392578125	138.04177856445312	120.481201171875	137.3289031982422	146.82354736328125	143.96571350097656	186.83494567871094	127.25798034667969	114.90241241455078	194.77598571777344	164.64218139648438	142.2862091064453	194.0188446044922
ADSSP_MOUSE	Q9D1K7	Adissp	Adipose-secreted signaling protein	93.3	14.6531400680542	42.43896484375	24.400651931762695	32.5120735168457	NaN	32.21267318725586	37.8158073425293	21.652368545532227	23.48113250732422	23.042062759399414	26.117084503173828	26.51856231689453	42.37262725830078	38.56802749633789	26.45418357849121
CHCH2_MOUSE	Q9D1L0	Chchd2	Coiled-coil-helix-coiled-coil-helix domain-containing protein 2	60	31.811925888061523	30.665231704711914	34.703285217285156	NaN	NaN	NaN	33.95547103881836	27.493154525756836	61.772369384765625	NaN	36.30988311767578	NaN	52.5794563293457	16.598325729370117	NaN
LTOR5_MOUSE	Q9D1L9	Lamtor5	Ragulator complex protein LAMTOR5	100	93.83419799804688	67.6849365234375	216.63348388671875	56.051246643066406	72.43962097167969	89.48240661621094	91.9992904663086	114.1278305053711	153.6775665283203	165.4636688232422	65.58854675292969	164.01075744628906	63.85616683959961	192.73280334472656	110.10816955566406
SEC13_MOUSE	Q9D1M0	Sec13	Protein SEC13 homolog	80	NaN	39.180084228515625	43.63471984863281	19.29471778869629	NaN	12.53260612487793	34.42924118041992	25.59148406982422	NaN	24.266162872314453	30.349441528320312	31.57127571105957	62.753997802734375	34.564491271972656	47.265438079833984
MCA3_MOUSE	Q9D1M4	Eef1e1	Eukaryotic translation elongation factor 1 epsilon-1	100	52.55567932128906	64.18286895751953	40.941368103027344	51.19717025756836	73.20915985107422	71.38583374023438	81.45352935791016	59.65106201171875	92.4217758178711	76.86316680908203	70.41102600097656	56.54003143310547	67.6874771118164	79.98851013183594	91.13909912109375
RM21_MOUSE	Q9D1N9	Mrpl21	Large ribosomal subunit protein bL21m	73.3	18.347414016723633	33.09577941894531	30.1306209564209	29.696407318115234	NaN	11.724864959716797	17.84691047668457	21.36279296875	11.706995010375977	14.804038047790527	28.937477111816406	NaN	NaN	34.492149353027344	NaN
RM13_MOUSE	Q9D1P0	Mrpl13	Large ribosomal subunit protein uL13m	100	30.167098999023438	38.90317916870117	23.42668914794922	35.6724853515625	50.184288024902344	36.81459045410156	28.013471603393555	33.82167053222656	23.61133575439453	23.100393295288086	27.886417388916016	26.501161575317383	30.257661819458008	21.966533660888672	29.760623931884766
CHRD1_MOUSE	Q9D1P4	Chordc1	Cysteine and histidine-rich domain-containing protein 1	80	13.852108001708984	25.586566925048828	17.071346282958984	11.349160194396973	NaN	7.78648042678833	13.077783584594727	8.578789710998535	12.882295608520508	14.96932315826416	15.012930870056152	NaN	34.117454528808594	14.150733947753906	NaN
DPM3_MOUSE	Q9D1Q4	Dpm3	Dolichol-phosphate mannosyltransferase subunit 3	100	35.76146697998047	54.820980072021484	38.91400909423828	36.941062927246094	51.130149841308594	74.04698944091797	53.81951141357422	43.95911407470703	56.964332580566406	73.08578491210938	44.50475311279297	41.88255310058594	36.011375427246094	58.854942321777344	165.83203125
ERP44_MOUSE	Q9D1Q6	Erp44	Endoplasmic reticulum resident protein 44	100	155.27488708496094	142.72332763671875	142.7290496826172	136.0237274169922	230.66810607910156	203.0100555419922	151.61643981933594	222.07382202148438	233.5138702392578	200.6053466796875	175.64430236816406	227.686279296875	163.617431640625	196.90512084960938	198.26657104492188
T126B_MOUSE	Q9D1R1	Tmem126b	Complex I assembly factor TMEM126B, mitochondrial	46.7	NaN	13.0353364944458	NaN	10.475842475891113	NaN	3.8229668140411377	NaN	11.464426040649414	NaN	NaN	18.41933822631836	12.310710906982422	NaN	6.951357841491699	NaN
RL34_MOUSE	Q9D1R9	Rpl34	Large ribosomal subunit protein eL34	100	304.0632629394531	260.3524169921875	245.23887634277344	281.69342041015625	494.96832275390625	435.3559265136719	224.98973083496094	337.94061279296875	287.58831787109375	297.7037353515625	247.61920166015625	281.24627685546875	484.24371337890625	233.10293579101562	297.0639953613281
LIGO1_MOUSE	Q9D1T0	Lingo1	Leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 1	100	70.48548889160156	58.453765869140625	36.84947967529297	46.04264450073242	24.41075897216797	31.09821128845215	43.66134262084961	31.624324798583984	32.369380950927734	28.208038330078125	39.67606735229492	30.042644500732422	37.71475601196289	28.902963638305664	87.79923248291016
NOL3_MOUSE	Q9D1X0	Nol3	Nucleolar protein 3	100	56.65711212158203	68.68689727783203	71.46766662597656	55.745849609375	119.14962768554688	47.45554733276367	69.23037719726562	76.88751220703125	79.08698272705078	71.97563171386719	51.593048095703125	134.4589080810547	142.4286651611328	58.14877700805664	76.30528259277344
TM50B_MOUSE	Q9D1X9	Tmem50b	Transmembrane protein 50B	53.3	6.066290378570557	45.40183639526367	NaN	23.960773468017578	NaN	NaN	16.108793258666992	NaN	NaN	9.460726737976074	9.908544540405273	NaN	16.292455673217773	22.693172454833984	NaN
ZDH21_MOUSE	Q9D270	Zdhhc21	Palmitoyltransferase ZDHHC21	13.3	NaN	NaN	NaN	NaN	NaN	NaN	39.095970153808594	NaN	NaN	NaN	NaN	NaN	67.51194763183594	NaN	NaN
SPF27_MOUSE	Q9D287	Bcas2	Pre-mRNA-splicing factor SPF27	100	27.63693618774414	51.25164794921875	49.5399169921875	44.55131912231445	53.441429138183594	41.51834487915039	46.58075714111328	48.82333755493164	69.3736572265625	53.52952194213867	46.55411911010742	66.11959838867188	67.32051849365234	54.24898147583008	104.17125701904297
TPC6B_MOUSE	Q9D289	Trappc6b	Trafficking protein particle complex subunit 6B	33.3	NaN	NaN	NaN	10.800349235534668	NaN	NaN	NaN	NaN	NaN	2.7477591037750244	NaN	NaN	28.836145401000977	9.42651653289795	12.369993209838867
SAAL1_MOUSE	Q9D2C2	Saal1	Protein SAAL1	66.7	NaN	7.010621547698975	4.5722150802612305	4.957164764404297	NaN	NaN	10.427654266357422	11.623977661132812	NaN	22.939838409423828	5.030210971832275	3.943044662475586	156.1094970703125	14.817760467529297	NaN
RPC8_MOUSE	Q9D2C6	Polr3h	DNA-directed RNA polymerase III subunit RPC8	66.7	4.977982997894287	NaN	4.985489368438721	2.123011589050293	NaN	NaN	10.00243091583252	11.215559005737305	NaN	3.6759116649627686	8.95293140411377	8.642216682434082	22.283552169799805	9.090535163879395	NaN
TOE1_MOUSE	Q9D2E2	Toe1	Target of EGR1 protein 1	100	26.541866302490234	23.8062686920166	16.610864639282227	39.911094665527344	34.40113067626953	27.19955062866211	33.618263244628906	40.41147232055664	26.482473373413086	29.74897575378418	37.249412536621094	43.9612922668457	38.6378288269043	32.5731086730957	22.698440551757812
ODO2_MOUSE	Q9D2G2	Dlst	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial	100	283.51129150390625	292.1044006347656	413.43780517578125	207.6417999267578	171.91531372070312	212.9217987060547	250.23532104492188	310.42327880859375	510.1996765136719	277.1661682128906	209.8428192138672	415.2521667480469	242.28553771972656	294.97216796875	592.1048583984375
UB2V2_MOUSE	Q9D2M8	Ube2v2	Ubiquitin-conjugating enzyme E2 variant 2	26.7	16.248701095581055	NaN	NaN	NaN	NaN	NaN	23.56928253173828	NaN	NaN	NaN	34.13304901123047	NaN	57.87942886352539	NaN	NaN
DTNA_MOUSE	Q9D2N4	Dtna	Dystrobrevin alpha	100	23.022525787353516	20.892702102661133	27.563154220581055	15.191671371459961	23.252470016479492	28.84599494934082	27.80216407775879	14.777874946594238	24.34080696105957	23.85231590270996	34.6837043762207	20.06777572631836	50.269283294677734	15.920392036437988	95.57369232177734
VP33A_MOUSE	Q9D2N9	Vps33a	Vacuolar protein sorting-associated protein 33A	100	53.12076187133789	50.6767578125	47.20404815673828	47.880550384521484	53.03697204589844	50.07710647583008	49.71831130981445	56.485660552978516	57.84012222290039	46.9150390625	47.37937927246094	60.894508361816406	46.394065856933594	35.85248565673828	57.076576232910156
URM1_MOUSE	Q9D2P4	Urm1	Ubiquitin-related modifier 1	93.3	21.85879135131836	17.546104431152344	23.833524703979492	17.7534122467041	NaN	11.977092742919922	28.551462173461914	13.761021614074707	29.6043701171875	29.14417266845703	23.037166595458984	13.757543563842773	17.40247917175293	20.16071319580078	33.97111511230469
MOBP_MOUSE	Q9D2P8	Mobp	Myelin-associated oligodendrocyte basic protein	100	156.16082763671875	168.33273315429688	191.2727508544922	274.7392578125	177.6109161376953	180.89178466796875	162.48101806640625	199.66818237304688	133.02996826171875	127.30020141601562	215.65090942382812	70.27123260498047	116.83110046386719	79.5364761352539	15.231148719787598
S10AE_MOUSE	Q9D2Q8	S100a14	Protein S100-A14	100	31.59200668334961	54.20589065551758	26.333946228027344	38.53647232055664	95.80135345458984	27.951725006103516	44.71382141113281	23.01875114440918	44.56104278564453	26.192110061645508	55.69612121582031	51.329368591308594	50.958255767822266	23.15367889404297	75.12981414794922
AACS_MOUSE	Q9D2R0	Aacs	Acetoacetyl-CoA synthetase	93.3	16.574077606201172	34.634368896484375	19.19052505493164	24.683521270751953	NaN	26.483779907226562	28.778827667236328	31.022274017333984	15.344423294067383	26.616546630859375	34.2298469543457	20.4809627532959	74.4288330078125	24.590728759765625	21.57975959777832
COA3_MOUSE	Q9D2R6	Coa3	Cytochrome c oxidase assembly factor 3 homolog, mitochondrial	100	72.9325180053711	62.230873107910156	64.20865631103516	42.37176513671875	31.9108829498291	63.72261047363281	62.10874557495117	49.31668472290039	62.24505615234375	58.70716857910156	52.06653594970703	59.437530517578125	92.6230239868164	66.06112670898438	59.233665466308594
NAA38_MOUSE	Q9D2U5	Naa38	N-alpha-acetyltransferase 38, NatC auxiliary subunit	100	41.22311019897461	30.345767974853516	30.684341430664062	39.673545837402344	39.332088470458984	26.104263305664062	34.48609924316406	51.69618606567383	52.781673431396484	41.998130798339844	37.1563835144043	43.96066665649414	47.58868408203125	31.395862579345703	59.72282028198242
CORO7_MOUSE	Q9D2V7	Coro7	Coronin-7	100	44.338226318359375	34.06189727783203	36.984642028808594	37.1821174621582	34.16081619262695	37.0346794128418	32.57404708862305	46.3610954284668	47.958343505859375	34.25637435913086	43.07337951660156	37.424591064453125	35.10031509399414	29.23284149169922	61.113372802734375
NACHO_MOUSE	Q9D328	Tmem35a	Novel acetylcholine receptor chaperone	86.7	6.514670372009277	16.032323837280273	13.707464218139648	17.73137664794922	NaN	27.12656021118164	16.927207946777344	15.83082389831543	14.87647533416748	16.84977149963379	17.903947830200195	17.49322509765625	17.002838134765625	13.12435531616211	NaN
RM19_MOUSE	Q9D338	Mrpl19	Large ribosomal subunit protein bL19m	53.3	14.822100639343262	16.555349349975586	10.337759971618652	16.76432991027832	NaN	24.23264503479004	NaN	18.747276306152344	NaN	8.474297523498535	NaN	NaN	NaN	17.54372787475586	NaN
PPAC_MOUSE	Q9D358	Acp1	Low molecular weight phosphotyrosine protein phosphatase	93.3	40.31168746948242	107.36627197265625	65.60279846191406	40.8552131652832	85.63677215576172	58.88855743408203	89.68846130371094	36.69227981567383	74.57794952392578	81.09905242919922	61.42692184448242	63.6436653137207	177.23269653320312	67.86836242675781	NaN
HYEP_MOUSE	Q9D379	Ephx1	Epoxide hydrolase 1	100	92.75090789794922	77.27656555175781	65.20974731445312	89.26498413085938	109.10889434814453	65.79669952392578	83.58657836914062	70.91162872314453	45.62698745727539	76.06982421875	78.31779479980469	61.123043060302734	79.96595764160156	76.62229919433594	75.65611267089844
LAMP5_MOUSE	Q9D387	Lamp5	Lysosome-associated membrane glycoprotein 5	100	69.9230728149414	70.63030242919922	46.09910202026367	66.67652130126953	70.49437713623047	104.66275024414062	47.85688400268555	78.10225677490234	90.55097198486328	42.544921875	48.716819763183594	93.29693603515625	53.30550765991211	57.187469482421875	108.8481216430664
RUFY3_MOUSE	Q9D394	Rufy3	Protein RUFY3	100	96.81946563720703	123.25663757324219	130.34829711914062	140.11061096191406	94.0672378540039	117.16513061523438	125.61483001708984	127.9457778930664	164.24404907226562	125.6834945678711	133.88162231445312	149.9080810546875	121.39311218261719	109.42453002929688	214.25216674804688
CAPON_MOUSE	Q9D3A8	Nos1ap	Carboxyl-terminal PDZ ligand of neuronal nitric oxide synthase protein	93.3	55.30396270751953	39.356773376464844	26.903209686279297	38.31493377685547	NaN	2.6327011585235596	24.73124122619629	34.26073455810547	43.396671295166016	38.55924987792969	33.99964904785156	45.32586669921875	52.128047943115234	28.266569137573242	59.323150634765625
TTYH1_MOUSE	Q9D3A9	Ttyh1	Protein tweety homolog 1	100	114.5932388305664	130.2673797607422	98.67273712158203	123.24093627929688	105.76876831054688	122.2676010131836	99.24018859863281	85.07072448730469	136.0741729736328	93.5109634399414	130.85601806640625	72.39867401123047	67.02557373046875	66.02172088623047	37.34299850463867
TTPAL_MOUSE	Q9D3D0	Ttpal	Alpha-tocopherol transfer protein-like	86.7	14.082996368408203	11.027887344360352	8.747967720031738	14.335641860961914	NaN	16.985876083374023	17.694658279418945	13.011750221252441	10.35821533203125	14.435894012451172	14.300006866455078	10.369314193725586	28.859970092773438	11.61095905303955	NaN
ATPD_MOUSE	Q9D3D9	Atp5f1d	ATP synthase subunit delta, mitochondrial	100	45.98215866088867	71.12649536132812	127.13245391845703	69.5260238647461	62.146240234375	72.21468353271484	106.0129165649414	56.10419464111328	80.42752838134766	76.16438293457031	73.51901245117188	76.23639678955078	82.98731231689453	100.77318572998047	143.8690948486328
STAG1_MOUSE	Q9D3E6	Stag1	Cohesin subunit SA-1	93.3	14.376047134399414	15.245993614196777	10.233745574951172	11.976253509521484	NaN	18.178375244140625	16.449172973632812	12.770254135131836	15.6265869140625	13.46395492553711	16.387067794799805	16.874855041503906	22.385026931762695	13.533114433288574	17.914716720581055
F174A_MOUSE	Q9D3L0	Fam174a	Membrane protein FAM174A	80	4.607851982116699	12.950765609741211	2.541424036026001	7.087876796722412	NaN	NaN	7.410607814788818	16.801876068115234	4.631558418273926	8.047493934631348	5.202208518981934	4.968929290771484	8.661008834838867	11.337604522705078	NaN
PLRKT_MOUSE	Q9D3P8	Plgrkt	Plasminogen receptor (KT)	100	114.6861343383789	79.07682800292969	67.0541763305664	68.34002685546875	44.597206115722656	22.480318069458008	87.19659423828125	39.02815628051758	92.20155334472656	90.43919372558594	51.13422775268555	60.133750915527344	54.54728698730469	55.07679748535156	38.1883544921875
PUS10_MOUSE	Q9D3U0	Pus10	tRNA pseudouridine synthase Pus10	53.3	12.216712951660156	NaN	15.195901870727539	28.79827880859375	NaN	NaN	NaN	NaN	NaN	19.255599975585938	17.54986572265625	11.519025802612305	NaN	25.441362380981445	177.25108337402344
DLGP1_MOUSE	Q9D415	Dlgap1	Disks large-associated protein 1	93.3	24.965280532836914	29.767356872558594	22.899951934814453	34.00491714477539	26.279874801635742	16.629854202270508	22.375146865844727	17.076276779174805	26.69404411315918	20.13386344909668	21.193321228027344	26.189090728759766	9.887763023376465	13.833523750305176	NaN
